doc_name,doc_data
DÉCRET PRÉSIDENTIEL du 13 Rabie Ethani 1441 — portant nomination du directeur de l'industrie et des mines à la wilaya d'Illizi.,2019-12-10
DÉCRET PRÉSIDENTIEL du 13 Rabie Ethani 1441 — portant nomination au ministère du commerce.,2019-12-10
"DÉCRET PRÉSIDENTIEL du 13 Rabie Ethani 1441 — portant nomination du directeur général de la prévention et de la promotion de la santé au ministère de la santé, de la population et de la réforme hospitalière.",2019-12-10
"DÉCRET PRÉSIDENTIEL du 13 Rabie Ethani 1441 — portant nomination du directeur général de l'emploi et de l'insertion au ministère du travail, de l'emploi et de la sécurité sociale.",2019-12-10
DÉCRET PRÉSIDENTIEL du 13 Rabie Ethani 1441 — portant nomination du directeur général de l'office national d'appareillage et d'accessoires pour personnes handicapées (O.N.A.A.P.H.).,2019-12-10
DÉCRET PRÉSIDENTIEL du 13 Rabie Ethani 1441 — portant nomination d'un directeur d'études au département des techniques d'analyse et de contrôle à la Cour des comptes.,2019-12-10
ORDONNANCE n° 20-02 — modifiant et complétant la loi n° 18-11 du 18 Chaoual 1439 correspondant au 2 juillet 2018 relative à la santé.,2020-08-30
DECRET PRESIDENTIEL n° 20-228 — portant création du prix du Président de la République de littérature et de langue amazighe.,2020-08-19
DECRET PRESIDENTIEL n° 20-229 — portant transfert de crédits au budget de fonctionnement du ministère des affaires étrangères.,2020-08-19
"DECRET PRESIDENTIEL n° 20-230 — portant transfert de crédits au budget de fonctionnement du ministère de l'intérieur, des collectivités locales et de l'aménagement du territoire.",2020-08-19
"DECRET PRESIDENTIEL n° 20-231 — portant transfert de crédits au budget de fonctionnement du ministère de l'intérieur, des collectivités locales et de l'aménagement du territoire.",2020-08-19
DECRET EXECUTIF (Rectificatif) n° 20-98 — portant déclassement de parcelles de terres agricoles destinées à la réalisation de logements et équipements publics au niveau de certaines wilayas (rectificatif).,2020-04-14
DECRET PRESIDENTIEL — mettant fin aux fonctions du directeur général de l'organisme de la ville nouvelle de Bouinan.,2020-08-15
DECRET PRESIDENTIEL — mettant fin aux fonctions du directeur de l'école nationale de la protection civile.,2020-08-15
DECRET PRESIDENTIEL — mettant fin aux fonctions du chef de daïra de Bouhanifia à la wilaya de Mascara.,2020-08-15
DECRETS PRESIDENTIELS — mettant fin aux fonctions de présidents de Cours.,2020-08-06
DECRETS PRESIDENTIELS — mettant fin aux fonctions de procureurs généraux près des Cours.,2020-08-06
DECRET PRESIDENTIEL — mettant fin aux fonctions du commissaire d'Etat auprès du tribunal administratif à Ghardaïa.,2020-08-06
DECRET PRESIDENTIEL — mettant fin aux fonctions du directeur général de l'office national du pélerinage et de la omra (ONPO).,2020-08-15
DECRET PRESIDENTIEL — mettant fin aux fonctions du secrétaire général de l'ex-ministère des travaux publics et des transports.,2020-07-26
DECRET PRESIDENTIEL — portant nomination du directeur de l'école nationale de la protection civile.,2020-08-15
DECRET PRESIDENTIEL — portant nomination de présidents de Cours.,2020-08-06
DECRET PRESIDENTIEL — portant nomination de procureurs généraux près des Cours.,2020-08-06
"DECRET PRESIDENTIEL — portant nomination du secrétaire général du ministère de la santé, de la population et de la réforme hospitalière.",2020-07-26
DECRET EXECUTIF — mettant fin aux fonctions de directeurs de la protection civile de wilayas.,2020-08-15
DECRET EXECUTIF — portant nomination de chefs de cabinet de walis.,2020-08-15
DECRET EXECUTIF — portant nomination de directeurs de la protection civile de wilayas.,2020-08-15
DECRET exécutif n° 21-54 — portant création et délimitation du secteur sauvegardé du Ksar d' El Mizane.,2021-02-01
DECRET exécutif n° 21-55 — portant création et délimitation du secteur sauvegardé du Ksar d'Azzelouaz.,2021-02-01
DECRET exécutif n° 21-56 — portant création et délimitation du secteur sauvegardé du Ksar d'Adjahil.,2021-02-01
DECRET exécutif n° 21-57 — modifiant et complétant le décret exécutif n° 13-187 du 25 Joumada Ethania 1434 correspondant au 6 mai 2013 portant création et délimitation du secteur sauvegardé de la vieille ville de Béjaïa.,2021-02-01
DECRET exécutif n° 21-60 — modifiant et complétant le décret exécutif n° 15-340 du 16 Rabie El Aouel 1437 correspondant au 28 décembre 2015 relatif au non cumul entre la responsabilité exécutive et élective et la responsabilité administrative au sein des structures d'organisation et d'animation sportives.,2021-02-08
Décret présidentiel n° 21-180 — portant création de chapitres et transfert de crédits au budget de l'Etat.,2021-05-04
Décret présidentiel n° 21-181 — portant transfert de crédits au budget de fonctionnement du ministère de la culture et des arts.,2021-05-04
"Décret présidentiel n° 21-182 — portant transfert de crédits au budget de fonctionnement du ministère de la santé, de la population et de la réforme hospitalière.",2021-05-04
Décret présidentiel n° 21-183 — portant transfert de crédits au budget des charges communes.,2021-05-04
Décret présidentiel n° 21-184 — portant transfert de crédits au budget de fonctionnement du ministère de l'industrie pharmaceutique.,2021-05-04
Décret exécutif n° 21-176 — définissant les modalités d'octroi des taux réduits de la redevance hydrocarbures et de l'impôt sur le revenu des hydrocarbures.,2021-05-03
Décret exécutif n° 21-177 — fixant les taux d'amortissement des investissements applicables pour les besoins de calcul de l'impôt sur le résultat.,2021-05-03
Décret exécutif n° 21-178 — définissant les prescriptions techniques relatives au comptage des hydrocarbures pour les activités de transport par canalisation des hydrocarbures.,2021-05-03
Décret exécutif n° 21-179 — portant création de l'office national des wakfs et de la zakat et fixant son statut.,2021-05-03
Décrets présidentiels du 7 Ramadhan 1442 — mettant fin aux fonctions de magistrats.,2021-04-19
Décret présidentiel n° 20 Ramadhan 1442 — mettant fin aux fonctions du directeur général de l'établissement public de télévision.,2021-05-02
Décret présidentiel n° 7 Ramadhan 1442 — portant nomination au ministère des affaires étrangères.,2021-04-19
Décret exécutif n° 25 Chaâbane 1442 — mettant fin aux fonctions du directeur régional du budget à Béchar.,2021-04-08
Décrets exécutifs n° 25 Chaâbane 1442 — mettant fin aux fonctions de directeurs de la programmation et suivi budgétaires dans certaines wilayas.,2021-04-08
Décrets exécutifs n° 22 Chaâbane 1442 — mettant fin à des fonctions au ministère de la formation et de l'enseignement professionnels.,2021-04-05
Décret exécutif n° 25 Chaâbane 1442 — mettant fin aux fonctions de la directrice de l'action sociale et de la solidarité à la wilaya de Sétif.,2021-04-08
Décret exécutif n° 25 Chaâbane 1442 — mettant fin aux fonctions du directeur d'études à la division de la qualité et de la sécurité industrielle à l'ex-ministère de l'industrie et des mines.,2021-04-08
"Décret exécutif n° 25 Chaâbane 1442 — mettant fin aux fonctions de sous-directeurs à l'ex-ministère de l'agriculture, du développement rural et de la pêche.",2021-04-08
Décrets exécutifs n° 22 Chaâbane 1442 — mettant fin aux fonctions de sous-directeurs au ministère des ressources en eau.,2021-04-05
Décret exécutif n° 22 Chaâbane 1442 — mettant fin aux fonctions du directeur de l'hydraulique à la wilaya de Annaba.,2021-04-05
"Décret exécutif n° 22 Chaâbane 1442 — mettant fin à des fonctions à l'ex-ministère de l'agriculture, du développement rural et de la pêche.",2021-04-05
Décret exécutif n° 22 Chaâbane 1442 — mettant fin aux fonctions de la directrice de la pêche et des ressources halieutiques à la wilaya d'Alger.,2021-04-05
Décret exécutif n° 22 Chaâbane 1442 — portant nomination du directeur du centre universitaire de Tipaza.,2021-04-05
Décrets exécutifs n° 22 Chaâbane 1442 — portant nomination au ministère de la formation et de l'enseignement professionnels.,2021-04-05
Décret exécutif n° 25 Chaâbane 1442 — portant nomination de la directrice du centre des arts et de la culture du palais des raïs.,2021-04-08
Décret exécutif n° 22 Chaâbane 1442 — portant nomination du directeur des systèmes d'information et de la communication au ministère de la numérisation et des statistiques.,2021-04-05
Décret exécutif n° 25 Chaâbane 1442 — portant nomination de la directrice de l'action sociale et de la solidarité à la wilaya de Béjaïa.,2021-04-08
Décret exécutif n° 25 Chaâbane 1442 — portant nomination au ministère de l'agriculture et du développement rural.,2021-04-08
Décret exécutif n° 25 Chaâbane 1442 — portant nomination de la directrice du parc national de Taza (wilaya de Jijel).,2021-04-08
Décret exécutif n° 22 Chaâbane 1442 — portant nomination au ministère des ressources en eau.,2021-04-05
Décret exécutif n° 22 Chaâbane 1442 — portant nomination au ministère de la pêche et des productions halieutiques.,2021-04-05
Décret exécutif n° 25 Chaâbane 1442 — portant nomination de la directrice de l'institut de technologie des pêches et de l'aquaculture d'Oran.,2021-04-08
Décret exécutif n° 25 Chaâbane 1442 — portant nomination du directeur de la chambre de pêche et d'aquaculture inter-wilayas à Relizane.,2021-04-08
Décret exécutif n° 22 Chaâbane 1442 — portant nomination du directeur de la chambre de pêche et d'aquaculture de la wilaya de Tipaza.,2021-04-05
Décret exécutif n° 22 Chaâbane 1442 — portant nomination au ministère de l'industrie pharmaceutique.,2021-04-05
"Arrêté n° {Non spécifié} — modifiant l'arrêté du 8 Ramadhan 1440 correspondant au 13 mai 2019 portant désignation des membres de la commission sectorielle des marchés publics du ministère du travail, de l'emploi et de la sécurité sociale.",2021-02-17
Arrêté n° {Non spécifié} — modifiant l'arrêté du 9 Moharram 1438 correspondant au 11 octobre 2016 fixant la liste nominative des membres du comité sectoriel permanent de la recherche scientifique et du développement technologique auprès du ministère des relations avec le Parlement.,2021-03-24
Décret présidentiel n° 21-250 — Portant consécration du 7 juin journée nationale du livre et de la bibliothèque.,2021-06-03
Décret exécutif n° 21-214 — Modifiant et complétant le décret exécutif n° 90-226 du 25 juillet 1990 fixant les droits et obligations des travailleurs exerçant des fonctions supérieures de l'Etat.,2021-05-20
Décret exécutif n° 21-215 — Portant organisation de l'administration maritime locale.,2021-05-20
Décret exécutif n° 21-216 — Fixant les modalités de fonctionnement du comité ad hoc de conciliation préalable aux recours pour régler les litiges relatifs au contrat à l'apprentissage.,2021-05-20
"Décret exécutif n° 21-217 — Fixant les conditions et les modalités d'exercice des activités d'études et de conseils dans les domaines de l'agriculture, du développement rural et des forêts.",2021-05-20
Décret exécutif n° 21-220 — Modifiant la répartition par secteur des dépenses d'équipement de l'Etat pour 2021.,2021-05-24
Décret exécutif n° 21-221 — Modifiant la répartition par secteur des dépenses d'équipement de l'Etat pour 2021.,2021-05-24
"Décret exécutif n° 21-222 — Portant création de deux chapitres et virement de crédits au sein du budget de fonctionnement du ministère de l'intérieur, des collectivités locales et de l'aménagement du territoire.",2021-05-24
Décret exécutif n° 21-223 — Portant virement de crédits au sein du budget de fonctionnement du ministère de la poste et des télécommunications.,2021-05-24
Décret exécutif n° 21-225 — Modifiant le décret n° 88-232 du 5 novembre 1988 portant déclaration des zones d'expansion touristique.,2021-05-24
Décret exécutif n° 21-226 — Modifiant et complétant le décret exécutif n° 97-53 du 5 Chaoual 1417 correspondant au 12 février 1997 fixant les modalités de fonctionnement du compte d'affectation spéciale n° 302-041 intitulé « Fonds de compensation des frais de transport ».,2021-05-24
ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021.,2021-06-08
DÉCRET PRÉSIDENTIEL n° 21-230 — portant transfert de crédits au budget de fonctionnement du ministère de l'éducation nationale.,2021-05-26
DÉCRET PRÉSIDENTIEL n° 21-231 — portant transfert de crédits au budget de fonctionnement du ministère de l'enseignement supérieur et de la recherche scientifique.,2021-05-26
"DÉCRET PRÉSIDENTIEL n° 21-232 — portant approbation de l'avenant n° 1 au contrat du 11 juin 2018 pour la recherche et l'exploitation des hydrocarbures sur le périmètre dénommé « Tin Fouye Tabankort II », conclu à Alger, le 5 avril 2021, entre l'agence nationale pour la valorisation des ressources en hydrocarbures (ALNAFT), la société nationale « SONATRACH-S.P.A » et les sociétés « Total E&P Algérie » et « Repsol Exploracion Argelia, S.A. ».",2021-05-26
Décret présidentiel n° 21-272 — du 13 Dhou El Kaâda 1442 correspondant au 24 juin 2021 portant transfert de crédits au budget de fonctionnement du ministère de la justice.,2021-06-24
"Décret présidentiel n° 21-273 — du 13 Dhou El Kaâda 1442 correspondant au 24 juin 2021 portant transfert de crédits au budget de fonctionnement du ministère de la santé, de la population et de la réforme hospitalière.",2021-06-24
